Ticket,Real,Prediccion_SVM,Confianza,Accion
cliente 472074 ssee san rafael,Aplicaciones,Aplicaciones,0.5401574939736575,Agente IA
estimado problema con eo,Sistemas GIS,Sistemas GIS,0.4978405173559565,Agente IA
copia de abmracancibiavpnxlsm,Soporte de Campo,ABM,0.3689990205753096,Agente IA
autorizacin para crear pep,SAP,ABM,0.5287608347021285,Agente IA
sin red ni wi fi,Soporte de Campo,Soporte de Campo,0.7461877509151291,Agente IA
sqldbx acceso a servidor autoridad,Soporte de Campo,DBA,0.48690606874026154,Agente IA
revisar casilla de correo de cinthia pueblaaldunate,Soporte de Campo,Ingenieros TI,0.5140198863604208,Agente IA
citrix bloqueado sin acceso,Aplicaciones,MDA,0.5623768042727663,Agente IA
acceso al correo electrónico del cs aconcagua no se encuentra habilitado,Ingenieros TI,ABM,0.30827290643697364,Agente IA
noc ingenieradispositivo vipbigdata alerta reportada por telegram a christian jacobsen,Ingenieros TI,Soporte de Campo,0.32614250212276613,Agente IA
bloqueo usuario,DBA,Ingenieros TI,0.4455988499908939,Agente IA
problemas para ingresar a vpn,MDA,Soporte de Campo,0.7027072608512506,Agente IA
tec 20230437  a producción  proceso descarga documentos cierre de caja,OT,OT,0.5935926089638737,Agente IA
sin acceso a la global protect,MDA,MDA,0.6967336143501038,Agente IA
solicitud de modificacin de concepto,Aplicaciones,Aplicaciones,0.6499214696183754,Agente IA
actualizacin parametrizacin flujos de trabajos inex ami en integracin clevestnari,Aplicaciones,Aplicaciones,0.32395333121618924,Agente IA
nueva cuenta correo electrónico,ABM,ABM,0.5216596652773874,Agente IA
acceso a pagina portal beneficios medicos,MDA,MDA,0.6189800152646011,Agente IA
caducó clave vpn clave global protect,MDA,Soporte de Campo,0.35761552767797644,Agente IA
correo malisioso,Ingenieros TI,Ingenieros TI,0.595726525050966,Agente IA
claveopen,DBA,Aplicaciones,0.376388314814981,Agente IA
ref vpn,Soporte de Campo,Soporte de Campo,0.7070391296342965,Agente IA
sincronizacin con mdms 12112025,Desarrollo de Sistemas y Proyectos Tecnológicos,Desarrollo de Sistemas y Proyectos Tecnológicos,0.5887369446964862,Agente IA
solicita agregar el ejecutable cmitemss al rolotredmantenconstrucemp,Aplicaciones,Aplicaciones,0.6362832993843314,Agente IA
equipos nuevos,Soporte de Campo,Soporte de Campo,0.6503017560219154,Agente IA
urgente tengo problemas con el auricular para cerrar reclamos,Soporte de Campo,Aplicaciones,0.44858493174981035,Agente IA
problema cuenta microsoft wbaezau,Ingenieros TI,Soporte de Campo,0.5047858076037471,Agente IA
lentitud osf,Aplicaciones,Aplicaciones,0.6849121010282285,Agente IA
servidor autoridad sin registros,Aplicaciones,DBA,0.48591063231532844,Agente IA
acceso seguimiento procesos de fiscala  ticket 44037,ABM,DBA,0.34909649187770886,Agente IA
database maintenance,Técnico TI,Aplicaciones,0.376388314814981,Agente IA
agregar motivo avance tx zclfi030,Aplicaciones,ABM,0.5255422254528527,Agente IA
creación cuanta osf luzlinares,ABM,ABM,0.595444951138299,Agente IA
re creacin ticket 84042,Técnico TI,Ingenieros TI,0.37397588230752515,Agente IA
revisin de archivos cqte 2011,Aplicaciones,Aplicaciones,0.6345547992841126,Agente IA
actualizar clave de mnahuelh en meridian,Técnico TI,Técnico TI,0.4092176038398187,Agente IA
problema ingreso evaluaciones de desempeo,Ingenieros TI,Soporte de Campo,0.403633619940401,Agente IA
acceso gisred,MDA,Sistemas GIS,0.37858233506943745,Agente IA
solicito enviar claves de acceso a sap a este correo para mi perfil de usuario,DBA,ABM,0.35587415127419836,Agente IA
problema sap  julio urtubia,Soporte de Campo,Soporte de Campo,0.5885050826896175,Agente IA
carpetas ormcatalina gonzlez,Aplicaciones,Soporte de Campo,0.6976362518345618,Agente IA
hola buenos das necesito ayuda para obtener contrasea de bbmm no me toma con la de dominio gracias,MDA,Soporte de Campo,0.5086474000436955,Agente IA
re  no tengo conexin con vpn externa para lectura remota de medidores landis gyr,Soporte de Campo,Ingenieros TI,0.49861943551153215,Agente IA
actualización fonos que no corresponden a cedx621035 sat san antonio,Telecomunicaciones,Telecomunicaciones,0.3970072871852183,Agente IA
sin acceso a powerbi y gisred,DBA,MDA,0.3858789459962195,Agente IA
favor habilitar cuenta de correo y de red de ejecutivo jherrerbchilquintatxcl,Ingenieros TI,Ingenieros TI,0.4796919473405479,Agente IA
problemas con trueview,Soporte de Campo,Soporte de Campo,0.71892369131242,Agente IA
vpn,Soporte de Campo,Ingenieros TI,0.6793144643875886,Agente IA
asignar licencias power bi,Ingenieros TI,Ingenieros TI,0.6175637473221617,Agente IA
sin acceso a internet,Soporte de Campo,Soporte de Campo,0.6410068432271862,Agente IA
baja de cuentas genéricas por no uso,DBA,DBA,0.4077381483356433,Agente IA
solicita acceso a sap qa,Soporte de Campo,DBA,0.5367696588234336,Agente IA
actualización de folios consulta dte  fa px,DTE,Aplicaciones,0.4427903067018509,Agente IA
acceso a digsilent power factory,Soporte de Campo,Soporte de Campo,0.7172301009021477,Agente IA
computador mal estado,Soporte de Campo,Soporte de Campo,0.5987851178321963,Agente IA
creación acceso usuarios vpn para proyecto sap tms acceso escritorio remoto,ABM,Ingenieros TI,0.6961379486546759,Agente IA
tti generacin de expedientes cnr noviembre 2025,Técnico TI,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6133618155476058,Agente IA
información cierre de mes  agosto,Ingenieros TI,Aplicaciones,0.2870438200093044,Agente IA
acción requerida actualizacion critica de microsoft 2fa authenticator,Ingenieros TI,Soporte de Campo,0.5070616461391234,Agente IA
correo correspondencia sec,Ingenieros TI,Soporte de Campo,0.4085551453049854,Agente IA
sin acceso a citrix,Aplicaciones,Aplicaciones,0.3441464746623502,Agente IA
carga preliminar star electrodependientes 112025 cas y che,Aplicaciones,Aplicaciones,0.627669414808706,Agente IA
abm de asignacio maria jose ortega,Soporte de Campo,Soporte de Campo,0.6853951550103726,Agente IA
reasiganacion de licencias,Ingenieros TI,Ingenieros TI,0.5208489002747534,Agente IA
urgente  bloqueo md5 suplantacin sii,Ingenieros TI,Aplicaciones,0.6199630976347513,Agente IA
gisred mximo aravena,MDA,Técnico TI,0.43225441917812574,Agente IA
problemas open,DBA,Soporte de Campo,0.6178517975299029,Agente IA
problema mgs transporte,DBA,Desarrollo de Sistemas y Proyectos Tecnológicos,0.5027627699424133,Agente IA
aprobar vales de transporte,Aplicaciones,Aplicaciones,0.5079303315128104,Agente IA
problema en gisred,Sistemas GIS,Sistemas GIS,0.6101060989031422,Agente IA
problemas con orm,Aplicaciones,Soporte de Campo,0.38738467346420036,Agente IA
solicitar baja,DBA,DBA,0.4548881563517447,Agente IA
documentacin de bajas,Ingenieros TI,Ingenieros TI,0.3854777858647091,Agente IA
acceso a opensmartflex,DBA,ABM,0.5615877870231442,Agente IA
desbloqueo de cuenta,MDA,MDA,0.6445565806454958,Agente IA
reportes autoridad programas sin tramos,Aplicaciones,Aplicaciones,0.6184875442037338,Agente IA
actualizar credenciales de cesar caro ito los poetas para ingresar a meridian web,MDA,Técnico TI,0.507653324986276,Agente IA
tti  problemas con carga de datos intersap,Técnico TI,Técnico TI,0.5810801862197819,Agente IA
detalle de cargos cedx 632110,Telecomunicaciones,Aplicaciones,0.5512975005899231,Agente IA
fcatalan recuperacin de correo,Soporte de Campo,Ingenieros TI,0.43088276146701626,Agente IA
acceso opensmartflex  ticket 12992  tatiana alexandra quiroga vargas,ABM,DBA,0.446220229770375,Agente IA
dba ot 20240423  solicitud de fuentes  monitor chqdelfiles,Técnico TI,DBA,0.5443892255853767,Agente IA
problema acceso pjud,Soporte de Campo,Soporte de Campo,0.588712000679714,Agente IA
notebook y elementos por incorporación ingeniero desarrollo greenfield,ABM,Soporte de Campo,0.505608177310094,Agente IA
instalar equipo anexo fcr,Soporte de Campo,Soporte de Campo,0.6099178223345326,Agente IA
forzar retiro de facturacin a servicios de hytech production chile sa rut 765049504,Aplicaciones,Aplicaciones,0.7317720067720629,Agente IA
re modificacin de propietario de correo electronico sigma,Ingenieros TI,Ingenieros TI,0.5622830177299093,Agente IA
sin acceso orm,Aplicaciones,MDA,0.37390984124829485,Agente IA
problemas recuperación de correo,Ingenieros TI,Ingenieros TI,0.36562501050284696,Agente IA
noc dbadispositivo zsmartprd,DBA,Ingenieros TI,0.5951500563446197,Agente IA
scada modificación despliegue mad1,TDO,TDO,0.6667571534284136,Agente IA
tecnored sa  acreditación de licencias autodesk,Ingenieros TI,Ingenieros TI,0.3672385937472232,Agente IA
anlisis requerimiento  solicitud para incorporar un campo en el cierre de los daos ind,Seguimientos IMA,Aplicaciones,0.4860078160231504,Agente IA
slim4  habilitar opciones de consultas en tablero powerbi,Aplicaciones,Aplicaciones,0.35273636980378126,Agente IA
error ingreso queja webautoconsulta,Aplicaciones,Soporte de Campo,0.7209347006148742,Agente IA
notificacioncasoscnr,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
cuenta bloqueada,MDA,DBA,0.3560453541178305,Agente IA
credenciales cuenta de red  nicole lepez vega,Soporte de Campo,ABM,0.3004403606614295,Agente IA
problemas con el cambio de clave del notebook,Soporte de Campo,Soporte de Campo,0.7163789754123543,Agente IA
solicita aplicar nueva entrega de open  historial  gestión de sao 576507  exportar a excel datos pestaña cartera corriente  20230298,Aplicaciones,Aplicaciones,0.5405352011996123,Agente IA
reseteo credenciales,Ingenieros TI,ABM,0.3603612807803698,Agente IA
one drive marcelo ubilla,Ingenieros TI,Soporte de Campo,0.744588854754721,Agente IA
actualizacion cuenta de usuario,Aplicaciones,ABM,0.3020947274786141,Agente IA
scada terra solicitud de incorporación de limite,Ingenieros TI,Aplicaciones,0.5518968748450084,Agente IA
vpn falla,Soporte de Campo,Soporte de Campo,0.6430880288993727,Agente IA
problema con correo no se encontró meherrer en chilquintadxcl,Ingenieros TI,Soporte de Campo,0.6715219370500843,Agente IA
problemas orm,DBA,Aplicaciones,0.5464925605936276,Agente IA
acceso a carpeta sharepoint viviana jara,ABM,Soporte de Campo,0.3532003592290717,Agente IA
problemas con aplicativo de meridian,Soporte de Campo,Soporte de Campo,0.6220758716316942,Agente IA
cambio perfil en orm,DBA,ABM,0.5132899735857926,Agente IA
problemas con electric office,Aplicaciones,Sistemas GIS,0.5018098933299895,Agente IA
link que no abren en vpn colombia,Ingenieros TI,Ingenieros TI,0.5338850074356056,Agente IA
solicitud de acceso mgs,DBA,ABM,0.5967803666520197,Agente IA
problema de congelamiento de estacin central cct miraflores,Soporte de Campo,Soporte de Campo,0.6402901657543487,Agente IA
aprobacin para desbloquear cuenta vpn carlos urdaneta de microgeo,ABM,Ingenieros TI,0.7031912090006044,Agente IA
problemas de conexin remota vdi acceso a power on,Soporte de Campo,Soporte de Campo,0.5773666319040328,Agente IA
habilitacin de claves sap,ABM,DBA,0.4595479745914086,Agente IA
cuoteo ley 21667,Aplicaciones,Aplicaciones,0.5201102157973425,Agente IA
intermitencia en acceso a la red,Soporte de Campo,Soporte de Campo,0.71575617627211,Agente IA
problemas de acceso a eo por citrix,Soporte de Campo,Sistemas GIS,0.6319115855084436,Agente IA
bloqueo de conexiones,Soporte de Campo,Aplicaciones,0.31314842459237224,Agente IA
reinstalacin de agente glpi  valeska pulgar,Soporte de Campo,Soporte de Campo,0.6966763356821577,Agente IA
sesin expir,Técnico TI,Soporte de Campo,0.5505286337288159,Agente IA
analsiis requerimiento v2  visualizacin de ordenes cobranzas,Seguimientos IMA,Aplicaciones,0.7451275150792198,Agente IA
problemas micrfono,Soporte de Campo,Soporte de Campo,0.7489758183195727,Agente IA
problema visualizacin pdf,Soporte de Campo,Soporte de Campo,0.726254968188564,Agente IA
habilitacin gisred  carolina ramirez  ejecutivo calidad y gestin comercial,MDA,ABM,0.5554691319879997,Agente IA
orm no carga consultas con vpn,Ingenieros TI,Soporte de Campo,0.4656427602035776,Agente IA
re infradba lentitud en asignacin de ordenes po a cuadrillas,DBA,Aplicaciones,0.4242742756811779,Agente IA
gisred mobile con fallas,Sistemas GIS,Sistemas GIS,0.34580306058307914,Agente IA
ingreso a sap,Soporte de Campo,Soporte de Campo,0.40034177807098265,Agente IA
urgente  caso especial rv sao asignado 586184  20230378,Aplicaciones,Aplicaciones,0.6263435352294341,Agente IA
massive problem in access points,Ingenieros TI,Ingenieros TI,0.4670724824246964,Agente IA
sap account not working,DBA,ABM,0.3009516191141039,Agente IA
asignaciones,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
abmvjcxls,ABM,Aplicaciones,0.376388314814981,Agente IA
ancho de banda deficiente,Telecomunicaciones,Telecomunicaciones,0.34750981665976965,Agente IA
problema acceso gisred,MDA,Sistemas GIS,0.4290247527801962,Agente IA
cambio de equipo celular,Telecomunicaciones,Telecomunicaciones,0.7082025152451298,Agente IA
casos ami  ejecutando,AMI,AMI,0.5115225826889295,Agente IA
ordenar estados de cuenta osf,Aplicaciones,DBA,0.5693272784390166,Agente IA
no puedo ingresar a escritorio remoto,Soporte de Campo,Soporte de Campo,0.5767086828120392,Agente IA
solicitud de equipos para hoy,Soporte de Campo,Soporte de Campo,0.7442068333679014,Agente IA
facturación cnr noviembre primer set,DBA,Aplicaciones,0.6530523309525552,Agente IA
incidente problemas osf,Incidente,Incidente,0.4657439206886471,Agente IA
ot197378961,Aplicaciones,Aplicaciones,0.376388314814981,Agente IA
sincronizacin con mdms 06112025,Aplicaciones,Desarrollo de Sistemas y Proyectos Tecnológicos,0.5887369446964862,Agente IA
urgente  problemas con la vpn,Ingenieros TI,Soporte de Campo,0.43642586912072967,Agente IA
acceso a scs,Aplicaciones,ABM,0.5708272488136712,Agente IA
consultas orm filiales,Aplicaciones,Aplicaciones,0.5822694464454337,Agente IA
device provisioning request from isoto,Telecomunicaciones,Ingenieros TI,0.4586037579367272,Agente IA
problemas con outloock,Soporte de Campo,Soporte de Campo,0.71892369131242,Agente IA
cuenta marketinggcm,Ingenieros TI,ABM,0.5464403246627804,Agente IA
carga de open,Soporte de Campo,DBA,0.38806433053842765,Agente IA
favor revisar estado de auditorio curauma el dia de hoy habra reunion a las 1100,Soporte de Campo,Aplicaciones,0.46042489371404444,Agente IA
incorporar query  proyecto mrbt,Aplicaciones,Aplicaciones,0.6029028225837174,Agente IA
cambio de celular,Telecomunicaciones,Telecomunicaciones,0.7436508419693615,Agente IA
usuario bloqueado cristian baez,DBA,MDA,0.3908105202209767,Agente IA
jobs actualizacin clientes en po,DBA,Soporte de Campo,0.3526449991532941,Agente IA
problema con recepción de correos outlook,Ingenieros TI,Soporte de Campo,0.5098979829710522,Agente IA
acceso consulta servidor imágenes clevest,ABM,ABM,0.3579137693571986,Agente IA
favor migrar a of e3,Ingenieros TI,Ingenieros TI,0.6561799028254537,Agente IA
proceso cmgal chilquinta no se ejecuta,Aplicaciones,Aplicaciones,0.7359402551668953,Agente IA
reseteo clave clevest,MDA,Técnico TI,0.5890430930661866,Agente IA
correo abastecimiento,Soporte de Campo,Ingenieros TI,0.595726525050966,Agente IA
ingreso a eo,Soporte de Campo,Aplicaciones,0.29702200714482035,Agente IA
cargo por duplicado de boletas producto 37501 litoral,DTE,Desarrollo de Sistemas y Proyectos Tecnológicos,0.6086361743954793,Agente IA
traspaso proceso interrupciones 2018indices,Soporte de Campo,Aplicaciones,0.6248881765891648,Agente IA
favor ayuda para recuperar contrasea,DBA,DBA,0.5614170921414006,Agente IA
problemas con gisred,Sistemas GIS,Sistemas GIS,0.6950200823576739,Agente IA
scc corrección carga automática desde sap a scc,Aplicaciones,Aplicaciones,0.46403656089354167,Agente IA
solicitud 1488843,Aplicaciones,Aplicaciones,0.4402282571463902,Agente IA
visualización estado servidor backup dms  dms 2,Ingenieros TI,Ingenieros TI,0.5863183142199154,Agente IA
usuarios orgtc proyectista de empalmes,ABM,Aplicaciones,0.6408380932595281,Agente IA
activar usuario,ABM,ABM,0.34956936404216216,Agente IA
habilitar nemnicos en osf,Aplicaciones,Aplicaciones,0.41456790757639644,Agente IA
plataforma chilquinta,Técnico TI,Aplicaciones,0.5412083955784502,Agente IA
no asigna documento sap en ingreso de viaticos,Aplicaciones,SAP,0.3434506440595442,Agente IA
sap portal empleados,DBA,DBA,0.49348996233508874,Agente IA
problema acceso a bd ce,Aplicaciones,DBA,0.49764959383695806,Agente IA
solicitud de cambio fecha de caducidad credenciales de usuarios,ABM,ABM,0.33649186934567155,Agente IA
habilitar wde,Soporte de Campo,Soporte de Campo,0.5088721462304249,Agente IA
rechazo solicitud n100308anulacin lote 135361 pasivo eduardo salazar,Aplicaciones,Aplicaciones,0.4082447827295949,Agente IA
recuperar el servicio alojado en intshpdmzprd  qa intshpdmzqa,Reinicio Servidor,Aplicaciones,0.5929556237648468,Agente IA
cada o intermitencias de plataforma de empalmes,Aplicaciones,Aplicaciones,0.5127747576489154,Agente IA
actividad cambio de hora fin de semana sábado 01042023  chilquinta,Soporte de Campo,Soporte de Campo,0.528186636684567,Agente IA
cargas electrodependientes periodostar 082025 y 812025  validacin,DBA,Aplicaciones,0.5407632136643823,Agente IA
rv 20140403214637abmindividual20240417 1xlsm,ABM,DBA,0.2753967392413545,Agente IA
problemas de acceso a sinco histórico,DBA,Soporte de Campo,0.49411368887725016,Agente IA
sin acceso osf,Soporte de Campo,Soporte de Campo,0.44100798044563483,Agente IA
activar vpn para ingresar a sap y portal sap,Soporte de Campo,Soporte de Campo,0.5989875445329247,Agente IA
